	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	15.5	16	16.5	17	18	19	Number of timepoints	Question answers	Question answers en	Question answers en human	Question answers human	Question en
1,5 meter afstand houden van mijn huisgenoten moet in (zelf-)isolatie bij positieve test / welke voorzorgsmaatregelen moeten indien mogelijk volgens u getroffen worden tijdens quarantaine en (zelf-)isolatie?														covt14_quarantine2_adu_q_1_h5								1	{"1": "moet in (zelf-)isolatie bij positieve test"}	{"1": "necessary in (self-)isolation after a positive test"}	1: necessary in (self-)isolation after a positive test	1: moet in (zelf-)isolatie bij positieve test	keeping 1.5 meters distance from my housemates is necessary in (self-)isolation after a positive test / which precautions are necessary, according to you, during quarantine or (self-)isolation (if possible)?
andere voorzorgsmaatregel (namelijk...) hoeft nooit / welke voorzorgsmaatregelen moeten indien mogelijk volgens u getroffen worden tijdens quarantaine en (zelf-)isolatie?														covt14_quarantine2_adu_q_1_i1								1	{"1": "hoeft nooit"}	{"1": "never necessary"}	1: never necessary	1: hoeft nooit	other precaution (namely...) is never necessary / which precautions are necessary, according to you, during quarantine or (self-)isolation (if possible)?
andere voorzorgsmaatregel (namelijk...) moet in quarantaine / welke voorzorgsmaatregelen moeten indien mogelijk volgens u getroffen worden tijdens quarantaine en (zelf-)isolatie?														covt14_quarantine2_adu_q_1_i2								1	{"1": "moet in quarantaine"}	{"1": "necessary in quarantine"}	1: necessary in quarantine	1: moet in quarantaine	other precaution (namely...) is necessary in quarantine / which precautions are necessary, according to you, during quarantine or (self-)isolation (if possible)?
andere voorzorgsmaatregel (namelijk...) moet in (zelf-)isolatie met ziekteverschijnselen / welke voorzorgsmaatregelen moeten indien mogelijk volgens u getroffen worden tijdens quarantaine en (zelf-)isolatie?														covt14_quarantine2_adu_q_1_i3								1	{"1": "moet in (zelf-)isolatie met ziekteverschijnselen"}	{"1": "necessary in (self-)isolation with symptoms"}	1: necessary in (self-)isolation with symptoms	1: moet in (zelf-)isolatie met ziekteverschijnselen	other precaution (namely...) is necessary in (self-)isolation with symptoms / which precautions are necessary, according to you, during quarantine or (self-)isolation (if possible)?
andere voorzorgsmaatregel (namelijk...) moet in (zelf-)isolatie in afwachting van testuitslag / welke voorzorgsmaatregelen moeten indien mogelijk volgens u getroffen worden tijdens quarantaine en (zelf-)isolatie?														covt14_quarantine2_adu_q_1_i4								1	{"1": "moet in (zelf-)isolatie in afwachting van testuitslag"}	{"1": "necessary in (self-)isolation waiting for a test result"}	1: necessary in (self-)isolation waiting for a test result	1: moet in (zelf-)isolatie in afwachting van testuitslag	other precaution (namely...) is necessary in (self-)isolation waiting for a test result / which precautions are necessary, according to you, during quarantine or (self-)isolation (if possible)?
andere voorzorgsmaatregel (namelijk...) moet in (zelf-)isolatie bij positieve test / welke voorzorgsmaatregelen moeten indien mogelijk volgens u getroffen worden tijdens quarantaine en (zelf-)isolatie?														covt14_quarantine2_adu_q_1_i5								1	{"1": "moet in (zelf-)isolatie bij positieve test"}	{"1": "necessary in (self-)isolation after a positive test"}	1: necessary in (self-)isolation after a positive test	1: moet in (zelf-)isolatie bij positieve test	other precaution (namely...) is necessary in (self-)isolation after a positive test / which precautions are necessary, according to you, during quarantine or (self-)isolation (if possible)?
een ommetje maken in quarantaine / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_a1								1	{"1": "in quarantaine"}	{"1": "in quarantine"}	1: in quarantine	1: in quarantaine	going for a walk in quarantine / which activities have you engaged in during your quarantine and/or (self-)isolation?
een ommetje maken in (zelf-)isolatie bij ziekteverschijnselen / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_a2								1	{"1": "in (zelf-)isolatie bij ziekteverschijnselen"}	{"1": "in (self-)isolation with symptoms"}	1: in (self-)isolation with symptoms	1: in (zelf-)isolatie bij ziekteverschijnselen	going for a walk in (self-)isolation with symptoms / which activities have you engaged in during your quarantine and/or (self-)isolation?
een ommetje maken in (zelf-)isolatie in afwachting van testuitslag / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_a3								1	{"1": "in (zelf-)isolatie in afwachting van testuitslag"}	{"1": "in (self-)isolation waiting for a test result"}	1: in (self-)isolation waiting for a test result	1: in (zelf-)isolatie in afwachting van testuitslag	going for a walk in (self-)isolation waiting for a test result / which activities have you engaged in during your quarantine and/or (self-)isolation?
een ommetje maken in (zelf-)isolatie bij positieve test / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_a4								1	{"1": "in (zelf-)isolatie bij positieve test"}	{"1": "in (self-)isolation after a positive test"}	1: in (self-)isolation after a positive test	1: in (zelf-)isolatie bij positieve test	going for a walk in (self-)isolation after a positive test / which activities have you engaged in during your quarantine and/or (self-)isolation?
een ommetje maken is niet van toepassing / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_a5								1	{"1": "niet van toepassing"}	{"1": "not applicable"}	1: not applicable	1: niet van toepassing	going for a walk is not applicable / which activities have you engaged in during your quarantine and/or (self-)isolation?
een ommetje maken: niet gedaan / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_a6								1	{"1": "niet gedaan"}	{"1": "not engaged in"}	1: not engaged in	1: niet gedaan	going for a walk: not engaged in / which activities have you engaged in during your quarantine and/or (self-)isolation?
de hond uitlaten in quarantaine / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_b1								1	{"1": "in quarantaine"}	{"1": "in quarantine"}	1: in quarantine	1: in quarantaine	walking the dog in quarantine / which activities have you engaged in during your quarantine and/or (self-)isolation?
de hond uitlaten in (zelf-)isolatie bij ziekteverschijnselen / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_b2								1	{"1": "in (zelf-)isolatie bij ziekteverschijnselen"}	{"1": "in (self-)isolation with symptoms"}	1: in (self-)isolation with symptoms	1: in (zelf-)isolatie bij ziekteverschijnselen	walking the dog in (self-)isolation with symptoms / which activities have you engaged in during your quarantine and/or (self-)isolation?
de hond uitlaten in (zelf-)isolatie in afwachting van testuitslag / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_b3								1	{"1": "in (zelf-)isolatie in afwachting van testuitslag"}	{"1": "in (self-)isolation waiting for a test result"}	1: in (self-)isolation waiting for a test result	1: in (zelf-)isolatie in afwachting van testuitslag	walking the dog in (self-)isolation waiting for a test result / which activities have you engaged in during your quarantine and/or (self-)isolation?
de hond uitlaten in (zelf-)isolatie bij positieve test / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_b4								1	{"1": "in (zelf-)isolatie bij positieve test"}	{"1": "in (self-)isolation after a positive test"}	1: in (self-)isolation after a positive test	1: in (zelf-)isolatie bij positieve test	walking the dog in (self-)isolation after a positive test / which activities have you engaged in during your quarantine and/or (self-)isolation?
de hond uitlaten is niet van toepassing / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_b5								1	{"1": "niet van toepassing"}	{"1": "not applicable"}	1: not applicable	1: niet van toepassing	walking the dog is not applicable / which activities have you engaged in during your quarantine and/or (self-)isolation?
de hond uitlaten: niet gedaan / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_b6								1	{"1": "niet gedaan"}	{"1": "not engaged in"}	1: not engaged in	1: niet gedaan	walking the dog: not engaged in / which activities have you engaged in during your quarantine and/or (self-)isolation?
boodschappen doen in een fysieke winkel in quarantaine / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_c1								1	{"1": "in quarantaine"}	{"1": "in quarantine"}	1: in quarantine	1: in quarantaine	getting groceries in a physical store in quarantine / which activities have you engaged in during your quarantine and/or (self-)isolation?
boodschappen doen in een fysieke winkel in (zelf-)isolatie bij ziekteverschijnselen / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_c2								1	{"1": "in (zelf-)isolatie bij ziekteverschijnselen"}	{"1": "in (self-)isolation with symptoms"}	1: in (self-)isolation with symptoms	1: in (zelf-)isolatie bij ziekteverschijnselen	getting groceries in a physical store in (self-)isolation with symptoms / which activities have you engaged in during your quarantine and/or (self-)isolation?
boodschappen doen in een fysieke winkel in (zelf-)isolatie in afwachting van testuitslag / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_c3								1	{"1": "in (zelf-)isolatie in afwachting van testuitslag"}	{"1": "in (self-)isolation waiting for a test result"}	1: in (self-)isolation waiting for a test result	1: in (zelf-)isolatie in afwachting van testuitslag	getting groceries in a physical store in (self-)isolation waiting for a test result / which activities have you engaged in during your quarantine and/or (self-)isolation?
boodschappen doen in een fysieke winkel in (zelf-)isolatie bij positieve test / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_c4								1	{"1": "in (zelf-)isolatie bij positieve test"}	{"1": "in (self-)isolation after a positive test"}	1: in (self-)isolation after a positive test	1: in (zelf-)isolatie bij positieve test	getting groceries in a physical store in (self-)isolation after a positive test / which activities have you engaged in during your quarantine and/or (self-)isolation?
boodschappen doen in een fysieke winkel is niet van toepassing / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_c5								1	{"1": "niet van toepassing"}	{"1": "not applicable"}	1: not applicable	1: niet van toepassing	getting groceries in a physical store is not applicable / which activities have you engaged in during your quarantine and/or (self-)isolation?
boodschappen doen in een fysieke winkel: niet gedaan / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_c6								1	{"1": "niet gedaan"}	{"1": "not engaged in"}	1: not engaged in	1: niet gedaan	getting groceries in a physical store: not engaged in / which activities have you engaged in during your quarantine and/or (self-)isolation?
voor plezier gaan winkelen in quarantaine / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_d1								1	{"1": "in quarantaine"}	{"1": "in quarantine"}	1: in quarantine	1: in quarantaine	fun-shopping in quarantine / which activities have you engaged in during your quarantine and/or (self-)isolation?
voor plezier gaan winkelen in (zelf-)isolatie bij ziekteverschijnselen / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_d2								1	{"1": "in (zelf-)isolatie bij ziekteverschijnselen"}	{"1": "in (self-)isolation with symptoms"}	1: in (self-)isolation with symptoms	1: in (zelf-)isolatie bij ziekteverschijnselen	fun-shopping in (self-)isolation with symptoms / which activities have you engaged in during your quarantine and/or (self-)isolation?
voor plezier gaan winkelen in (zelf-)isolatie in afwachting van testuitslag / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_d3								1	{"1": "in (zelf-)isolatie in afwachting van testuitslag"}	{"1": "in (self-)isolation waiting for a test result"}	1: in (self-)isolation waiting for a test result	1: in (zelf-)isolatie in afwachting van testuitslag	fun-shopping in (self-)isolation waiting for a test result / which activities have you engaged in during your quarantine and/or (self-)isolation?
voor plezier gaan winkelen in (zelf-)isolatie bij positieve test / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_d4								1	{"1": "in (zelf-)isolatie bij positieve test"}	{"1": "in (self-)isolation after a positive test"}	1: in (self-)isolation after a positive test	1: in (zelf-)isolatie bij positieve test	fun-shopping in (self-)isolation after a positive test / which activities have you engaged in during your quarantine and/or (self-)isolation?
voor plezier gaan winkelen is niet van toepassing / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_d5								1	{"1": "niet van toepassing"}	{"1": "not applicable"}	1: not applicable	1: niet van toepassing	fun-shopping is not applicable / which activities have you engaged in during your quarantine and/or (self-)isolation?
voor plezier gaan winkelen: niet gedaan / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_d6								1	{"1": "niet gedaan"}	{"1": "not engaged in"}	1: not engaged in	1: niet gedaan	fun-shopping: not engaged in / which activities have you engaged in during your quarantine and/or (self-)isolation?
fysiek naar werk, studie en/of stage gaan in quarantaine / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_e1								1	{"1": "in quarantaine"}	{"1": "in quarantine"}	1: in quarantine	1: in quarantaine	physically going to work/class/internship in quarantine / which activities have you engaged in during your quarantine and/or (self-)isolation?
fysiek naar werk, studie en/of stage gaan in (zelf-)isolatie bij ziekteverschijnselen / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_e2								1	{"1": "in (zelf-)isolatie bij ziekteverschijnselen"}	{"1": "in (self-)isolation with symptoms"}	1: in (self-)isolation with symptoms	1: in (zelf-)isolatie bij ziekteverschijnselen	physically going to work/class/internship in (self-)isolation with symptoms / which activities have you engaged in during your quarantine and/or (self-)isolation?
fysiek naar werk, studie en/of stage gaan in (zelf-)isolatie in afwachting van testuitslag / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_e3								1	{"1": "in (zelf-)isolatie in afwachting van testuitslag"}	{"1": "in (self-)isolation waiting for a test result"}	1: in (self-)isolation waiting for a test result	1: in (zelf-)isolatie in afwachting van testuitslag	physically going to work/class/internship in (self-)isolation waiting for a test result / which activities have you engaged in during your quarantine and/or (self-)isolation?
fysiek naar werk, studie en/of stage gaan in (zelf-)isolatie bij positieve test / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_e4								1	{"1": "in (zelf-)isolatie bij positieve test"}	{"1": "in (self-)isolation after a positive test"}	1: in (self-)isolation after a positive test	1: in (zelf-)isolatie bij positieve test	physically going to work/class/internship in (self-)isolation after a positive test / which activities have you engaged in during your quarantine and/or (self-)isolation?
fysiek naar werk, studie en/of stage gaan is niet van toepassing / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_e5								1	{"1": "niet van toepassing"}	{"1": "not applicable"}	1: not applicable	1: niet van toepassing	physically going to work/class/internship is not applicable / which activities have you engaged in during your quarantine and/or (self-)isolation?
fysiek naar werk, studie en/of stage gaan: niet gedaan / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_e6								1	{"1": "niet gedaan"}	{"1": "not engaged in"}	1: not engaged in	1: niet gedaan	physically going to work/class/internship: not engaged in / which activities have you engaged in during your quarantine and/or (self-)isolation?
fysiek een tentamen/toets maken in quarantaine / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_f1								1	{"1": "in quarantaine"}	{"1": "in quarantine"}	1: in quarantine	1: in quarantaine	physically making a test or exam in quarantine / which activities have you engaged in during your quarantine and/or (self-)isolation?
fysiek een tentamen/toets maken in (zelf-)isolatie bij ziekteverschijnselen / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_f2								1	{"1": "in (zelf-)isolatie bij ziekteverschijnselen"}	{"1": "in (self-)isolation with symptoms"}	1: in (self-)isolation with symptoms	1: in (zelf-)isolatie bij ziekteverschijnselen	physically making a test or exam in (self-)isolation with symptoms / which activities have you engaged in during your quarantine and/or (self-)isolation?
fysiek een tentamen/toets maken in (zelf-)isolatie in afwachting van testuitslag / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_f3								1	{"1": "in (zelf-)isolatie in afwachting van testuitslag"}	{"1": "in (self-)isolation waiting for a test result"}	1: in (self-)isolation waiting for a test result	1: in (zelf-)isolatie in afwachting van testuitslag	physically making a test or exam in (self-)isolation waiting for a test result / which activities have you engaged in during your quarantine and/or (self-)isolation?
fysiek een tentamen/toets maken in (zelf-)isolatie bij positieve test / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_f4								1	{"1": "in (zelf-)isolatie bij positieve test"}	{"1": "in (self-)isolation after a positive test"}	1: in (self-)isolation after a positive test	1: in (zelf-)isolatie bij positieve test	physically making a test or exam in (self-)isolation after a positive test / which activities have you engaged in during your quarantine and/or (self-)isolation?
fysiek een tentamen/toets maken is niet van toepassing / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_f5								1	{"1": "niet van toepassing"}	{"1": "not applicable"}	1: not applicable	1: niet van toepassing	physically making a test or exam is not applicable / which activities have you engaged in during your quarantine and/or (self-)isolation?
fysiek een tentamen/toets maken: niet gedaan / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_f6								1	{"1": "niet gedaan"}	{"1": "not engaged in"}	1: not engaged in	1: niet gedaan	physically making a test or exam: not engaged in / which activities have you engaged in during your quarantine and/or (self-)isolation?
een borrel bijwonen in quarantaine / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_g1								1	{"1": "in quarantaine"}	{"1": "in quarantine"}	1: in quarantine	1: in quarantaine	participating in a social drinks event in quarantine / which activities have you engaged in during your quarantine and/or (self-)isolation?
een borrel bijwonen in (zelf-)isolatie bij ziekteverschijnselen / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_g2								1	{"1": "in (zelf-)isolatie bij ziekteverschijnselen"}	{"1": "in (self-)isolation with symptoms"}	1: in (self-)isolation with symptoms	1: in (zelf-)isolatie bij ziekteverschijnselen	participating in a social drinks event in (self-)isolation with symptoms / which activities have you engaged in during your quarantine and/or (self-)isolation?
een borrel bijwonen in (zelf-)isolatie in afwachting van testuitslag / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_g3								1	{"1": "in (zelf-)isolatie in afwachting van testuitslag"}	{"1": "in (self-)isolation waiting for a test result"}	1: in (self-)isolation waiting for a test result	1: in (zelf-)isolatie in afwachting van testuitslag	participating in a social drinks event in (self-)isolation waiting for a test result / which activities have you engaged in during your quarantine and/or (self-)isolation?
een borrel bijwonen in (zelf-)isolatie bij positieve test / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_g4								1	{"1": "in (zelf-)isolatie bij positieve test"}	{"1": "in (self-)isolation after a positive test"}	1: in (self-)isolation after a positive test	1: in (zelf-)isolatie bij positieve test	participating in a social drinks event in (self-)isolation after a positive test / which activities have you engaged in during your quarantine and/or (self-)isolation?
een borrel bijwonen is niet van toepassing / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_g5								1	{"1": "niet van toepassing"}	{"1": "not applicable"}	1: not applicable	1: niet van toepassing	participating in a social drinks event is not applicable / which activities have you engaged in during your quarantine and/or (self-)isolation?
een borrel bijwonen: niet gedaan / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_g6								1	{"1": "niet gedaan"}	{"1": "not engaged in"}	1: not engaged in	1: niet gedaan	participating in a social drinks event: not engaged in / which activities have you engaged in during your quarantine and/or (self-)isolation?
een hospiteeravond bijwonen in quarantaine / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_h1								1	{"1": "in quarantaine"}	{"1": "in quarantine"}	1: in quarantine	1: in quarantaine	participating in a 'hospiteeravond' (meeting with potential housemates) in quarantine / which activities have you engaged in during your quarantine and/or (self-)isolation?
een hospiteeravond bijwonen in (zelf-)isolatie bij ziekteverschijnselen / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_h2								1	{"1": "in (zelf-)isolatie bij ziekteverschijnselen"}	{"1": "in (self-)isolation with symptoms"}	1: in (self-)isolation with symptoms	1: in (zelf-)isolatie bij ziekteverschijnselen	participating in a 'hospiteeravond' (meeting with potential housemates) in (self-)isolation with symptoms / which activities have you engaged in during your quarantine and/or (self-)isolation?
een hospiteeravond bijwonen in (zelf-)isolatie in afwachting van testuitslag / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_h3								1	{"1": "in (zelf-)isolatie in afwachting van testuitslag"}	{"1": "in (self-)isolation waiting for a test result"}	1: in (self-)isolation waiting for a test result	1: in (zelf-)isolatie in afwachting van testuitslag	participating in a 'hospiteeravond' (meeting with potential housemates) in (self-)isolation waiting for a test result / which activities have you engaged in during your quarantine and/or (self-)isolation?
een hospiteeravond bijwonen in (zelf-)isolatie bij positieve test / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_h4								1	{"1": "in (zelf-)isolatie bij positieve test"}	{"1": "in (self-)isolation after a positive test"}	1: in (self-)isolation after a positive test	1: in (zelf-)isolatie bij positieve test	participating in a 'hospiteeravond' (meeting with potential housemates) in (self-)isolation after a positive test / which activities have you engaged in during your quarantine and/or (self-)isolation?
een hospiteeravond bijwonen: niet van toepassing / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_h5								1	{"1": "niet van toepassing"}	{"1": "not applicable"}	1: not applicable	1: niet van toepassing	participating in a 'hospiteeravond' (meeting with potential housemates) is not applicable / which activities have you engaged in during your quarantine and/or (self-)isolation?
een hospiteeravond bijwonen: niet gedaan / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_h6								1	{"1": "niet gedaan"}	{"1": "not engaged in"}	1: not engaged in	1: niet gedaan	participating in a 'hospiteeravond' (meeting with potential housemates): not engaged in / which activities have you engaged in during your quarantine and/or (self-)isolation?
een feest bij iemand thuis bijwonen in quarantaine / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_i1								1	{"1": "in quarantaine"}	{"1": "in quarantine"}	1: in quarantine	1: in quarantaine	going to a party in someone's home in quarantine / which activities have you engaged in during your quarantine and/or (self-)isolation?
een feest bij iemand thuis bijwonen in (zelf-)isolatie bij ziekteverschijnselen / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_i2								1	{"1": "in (zelf-)isolatie bij ziekteverschijnselen"}	{"1": "in (self-)isolation with symptoms"}	1: in (self-)isolation with symptoms	1: in (zelf-)isolatie bij ziekteverschijnselen	going to a party in someone's home in (self-)isolation with symptoms / which activities have you engaged in during your quarantine and/or (self-)isolation?
een feest bij iemand thuis bijwonen in (zelf-)isolatie in afwachting van testuitslag / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_i3								1	{"1": "in (zelf-)isolatie in afwachting van testuitslag"}	{"1": "in (self-)isolation waiting for a test result"}	1: in (self-)isolation waiting for a test result	1: in (zelf-)isolatie in afwachting van testuitslag	going to a party in someone's home in (self-)isolation waiting for a test result / which activities have you engaged in during your quarantine and/or (self-)isolation?
een feest bij iemand thuis bijwonen in (zelf-)isolatie bij positieve test / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_i4								1	{"1": "in (zelf-)isolatie bij positieve test"}	{"1": "in (self-)isolation after a positive test"}	1: in (self-)isolation after a positive test	1: in (zelf-)isolatie bij positieve test	going to a party in someone's home in (self-)isolation after a positive test / which activities have you engaged in during your quarantine and/or (self-)isolation?
een feest bij iemand thuis bijwonen is niet van toepassing / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_i5								1	{"1": "niet van toepassing"}	{"1": "not applicable"}	1: not applicable	1: niet van toepassing	going to a party in someone's home is not applicable / which activities have you engaged in during your quarantine and/or (self-)isolation?
een feest bij iemand thuis bijwonen: niet gedaan / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_i6								1	{"1": "niet gedaan"}	{"1": "not engaged in"}	1: not engaged in	1: niet gedaan	going to a party in someone's home: not engaged in / which activities have you engaged in during your quarantine and/or (self-)isolation?
een feest in een horecagelegenheid bijwonen in quarantaine / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_j1								1	{"1": "in quarantaine"}	{"1": "in quarantine"}	1: in quarantine	1: in quarantaine	going to a party in a bar or restaurant in quarantine / which activities have you engaged in during your quarantine and/or (self-)isolation?
een feest in een horecagelegenheid bijwonen in (zelf-)isolatie bij ziekteverschijnselen / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_j2								1	{"1": "in (zelf-)isolatie bij ziekteverschijnselen"}	{"1": "in (self-)isolation with symptoms"}	1: in (self-)isolation with symptoms	1: in (zelf-)isolatie bij ziekteverschijnselen	going to a party in a bar or restaurant in (self-)isolation with symptoms / which activities have you engaged in during your quarantine and/or (self-)isolation?
een feest in een horecagelegenheid bijwonen in (zelf-)isolatie in afwachting van testuitslag / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_j3								1	{"1": "in (zelf-)isolatie in afwachting van testuitslag"}	{"1": "in (self-)isolation waiting for a test result"}	1: in (self-)isolation waiting for a test result	1: in (zelf-)isolatie in afwachting van testuitslag	going to a party in a bar or restaurant in (self-)isolation waiting for a test result / which activities have you engaged in during your quarantine and/or (self-)isolation?
een feest in een horecagelegenheid bijwonen in (zelf-)isolatie bij positieve test / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_j4								1	{"1": "in (zelf-)isolatie bij positieve test"}	{"1": "in (self-)isolation after a positive test"}	1: in (self-)isolation after a positive test	1: in (zelf-)isolatie bij positieve test	going to a party in a bar or restaurant in (self-)isolation after a positive test / which activities have you engaged in during your quarantine and/or (self-)isolation?
een feest in een horecagelegenheid bijwonen is niet van toepassing / welke activiteiten heeft u tijdens uw quarantaine en/of (zelf-)isolatie uitgevoerd?														covt14_quarantine3_adu_q_1_j5								1	{"1": "niet van toepassing"}	{"1": "not applicable"}	1: not applicable	1: niet van toepassing	going to a party in a bar or restaurant is not applicable / which activities have you engaged in during your quarantine and/or (self-)isolation?
