	question_id	is_first_time_asked	question_label_nl	question_label_en	model_type	given_recode_json	is_recoded	given_recode_human	total_recode_json	total_recode_human	value_counts	value_counts_human	value_counts_after_recode	value_counts_after_recode_human	answer_options_nl_json	answer_options_nl_human	answer_options_nl_after_recode_json	answer_options_nl_after_recode_human	answer_options_en_json	answer_options_en_human	answer_options_en_after_recode_json	answer_options_en_after_recode_human
2078	covt10_compliance_adu_q_2_l	TRUE	drukte vermijden / hoe vaak kon u zich in de praktijk aan onderstaande maatregelen houden?		ordinal-ordered	{"6": "NA"}	TRUE	6: NA	{"6.0": "NaN"}	6.0: NaN	{"NaN": 15708, "4.0": 5528, "5.0": 4421, "3.0": 1293, "6.0": 274, "2.0": 220, "1.0": 93}	NaN: 15708, 4.0: 5528, 5.0: 4421, 3.0: 1293, 6.0: 274, 2.0: 220, 1.0: 93	{"NaN": 15982, "4.0": 5528, "5.0": 4421, "3.0": 1293, "2.0": 220, "1.0": 93}	NaN: 15982, 4.0: 5528, 5.0: 4421, 3.0: 1293, 2.0: 220, 1.0: 93	{"3.0": "soms", "4.0": "vaak", "1.0": "nooit", "6.0": "niet van toepassing", "2.0": "bijna nooit", "5.0": "altijd"}	3.0: soms, 4.0: vaak, 1.0: nooit, 6.0: niet van toepassing, 2.0: bijna nooit, 5.0: altijd	{"3.0": "soms", "4.0": "vaak", "1.0": "nooit", "6.0": "NaN", "2.0": "bijna nooit", "5.0": "altijd"}	3.0: soms, 4.0: vaak, 1.0: nooit, 6.0: "NaN", 2.0: bijna nooit, 5.0: altijd	{"3.0": "sometimes", "4.0": "often", "1.0": "never", "6.0": "not applicable", "2.0": "rarely", "5.0": "always"}	3.0: sometimes, 4.0: often, 1.0: never, 6.0: not applicable, 2.0: rarely, 5.0: always	{"3.0": "sometimes", "4.0": "often", "1.0": "never", "6.0": "NaN", "2.0": "rarely", "5.0": "always"}	3.0: sometimes, 4.0: often, 1.0: never, 6.0: "NaN", 2.0: rarely, 5.0: always
2079	covt10_compliance_adu_q_3_l	TRUE	drukte vermijden / hoe lang bent u nog bereid zich aan onderstaande maatregelen te houden?		ordinal-ordered	{"10": "NA"}	TRUE	10: NA	{"10.0": "NaN"}	10.0: NaN	{"NaN": 15709, "9.0": 2763, "5.0": 2597, "4.0": 1895, "3.0": 1278, "6.0": 762, "1.0": 579, "2.0": 573, "10.0": 528, "7.0": 470, "8.0": 383}	NaN: 15709, 9.0: 2763, 5.0: 2597, 4.0: 1895, 3.0: 1278, 6.0: 762, 1.0: 579, 2.0: 573, 10.0: 528, 7.0: 470, 8.0: 383	{"NaN": 16237, "9.0": 2763, "5.0": 2597, "4.0": 1895, "3.0": 1278, "6.0": 762, "1.0": 579, "2.0": 573, "7.0": 470, "8.0": 383}	NaN: 16237, 9.0: 2763, 5.0: 2597, 4.0: 1895, 3.0: 1278, 6.0: 762, 1.0: 579, 2.0: 573, 7.0: 470, 8.0: 383	{"2.0": "1 maand", "1.0": "helemaal niet", "3.0": "3 maanden", "7.0": "2 jaar", "5.0": "1 jaar", "9.0": "langer dan 3 jaar", "6.0": "1,5 jaar", "4.0": "6 maanden", "8.0": "3 jaar", "10.0": "niet van toepassing"}	2.0: 1 maand, 1.0: helemaal niet, 3.0: 3 maanden, 7.0: 2 jaar, 5.0: 1 jaar, 9.0: langer dan 3 jaar, 6.0: 1,5 jaar, 4.0: 6 maanden, 8.0: 3 jaar, 10.0: niet van toepassing	{"2.0": "1 maand", "1.0": "helemaal niet", "3.0": "3 maanden", "7.0": "2 jaar", "5.0": "1 jaar", "9.0": "langer dan 3 jaar", "6.0": "1,5 jaar", "4.0": "6 maanden", "8.0": "3 jaar", "10.0": "NaN"}	2.0: 1 maand, 1.0: helemaal niet, 3.0: 3 maanden, 7.0: 2 jaar, 5.0: 1 jaar, 9.0: langer dan 3 jaar, 6.0: 1,5 jaar, 4.0: 6 maanden, 8.0: 3 jaar, 10.0: NaN	{"2.0": "1 month", "1.0": "not at all", "3.0": "3 months", "7.0": "2 years", "5.0": "1 year", "9.0": "more than 3 years", "6.0": "1.5 years", "4.0": "6 months", "8.0": "3 years", "10.0": "not applicable"}	2.0: 1 month, 1.0: not at all, 3.0: 3 months, 7.0: 2 years, 5.0: 1 year, 9.0: more than 3 years, 6.0: 1.5 years, 4.0: 6 months, 8.0: 3 years, 10.0: not applicable	{"2.0": "1 month", "1.0": "not at all", "3.0": "3 months", "7.0": "2 years", "5.0": "1 year", "9.0": "more than 3 years", "6.0": "1.5 years", "4.0": "6 months", "8.0": "3 years", "10.0": "NaN"}	2.0: 1 month, 1.0: not at all, 3.0: 3 months, 7.0: 2 years, 5.0: 1 year, 9.0: more than 3 years, 6.0: 1.5 years, 4.0: 6 months, 8.0: 3 years, 10.0: NaN
2080	covt10_compliance_adu_q_2_m	TRUE	alleen noodzakelijke binnenlandse reizen maken / hoe vaak kon u zich in de praktijk aan onderstaande maatregelen houden?		ordinal-ordered	{"6": "NA"}	TRUE	6: NA	{"6.0": "NaN"}	6.0: NaN	{"NaN": 15787, "6.0": 5383, "5.0": 2996, "4.0": 2057, "3.0": 871, "2.0": 259, "1.0": 184}	NaN: 15787, 6.0: 5383, 5.0: 2996, 4.0: 2057, 3.0: 871, 2.0: 259, 1.0: 184	{"NaN": 21170, "5.0": 2996, "4.0": 2057, "3.0": 871, "2.0": 259, "1.0": 184}	NaN: 21170, 5.0: 2996, 4.0: 2057, 3.0: 871, 2.0: 259, 1.0: 184	{"6.0": "niet van toepassing", "4.0": "vaak", "1.0": "nooit", "3.0": "soms", "2.0": "bijna nooit", "5.0": "altijd"}	6.0: niet van toepassing, 4.0: vaak, 1.0: nooit, 3.0: soms, 2.0: bijna nooit, 5.0: altijd	{"6.0": "NaN", "4.0": "vaak", "1.0": "nooit", "3.0": "soms", "2.0": "bijna nooit", "5.0": "altijd"}	6.0: "NaN", 4.0: vaak, 1.0: nooit, 3.0: soms, 2.0: bijna nooit, 5.0: altijd	{"6.0": "not applicable", "4.0": "often", "1.0": "never", "3.0": "sometimes", "2.0": "rarely", "5.0": "always"}	6.0: not applicable, 4.0: often, 1.0: never, 3.0: sometimes, 2.0: rarely, 5.0: always	{"6.0": "NaN", "4.0": "often", "1.0": "never", "3.0": "sometimes", "2.0": "rarely", "5.0": "always"}	6.0: "NaN", 4.0: often, 1.0: never, 3.0: sometimes, 2.0: rarely, 5.0: always
2081	covt10_compliance_adu_q_3_m	TRUE	alleen noodzakelijke binnenlandse reizen maken / hoe lang bent u nog bereid zich aan onderstaande maatregelen te houden?		ordinal-ordered	{"10": "NA"}	TRUE	10: NA	{"10.0": "NaN"}	10.0: NaN	{"NaN": 15718, "10.0": 3200, "5.0": 1795, "9.0": 1506, "1.0": 1434, "4.0": 1325, "3.0": 1060, "2.0": 601, "6.0": 466, "7.0": 255, "8.0": 177}	NaN: 15718, 10.0: 3200, 5.0: 1795, 9.0: 1506, 1.0: 1434, 4.0: 1325, 3.0: 1060, 2.0: 601, 6.0: 466, 7.0: 255, 8.0: 177	{"NaN": 18918, "5.0": 1795, "9.0": 1506, "1.0": 1434, "4.0": 1325, "3.0": 1060, "2.0": 601, "6.0": 466, "7.0": 255, "8.0": 177}	NaN: 18918, 5.0: 1795, 9.0: 1506, 1.0: 1434, 4.0: 1325, 3.0: 1060, 2.0: 601, 6.0: 466, 7.0: 255, 8.0: 177	{"1.0": "helemaal niet", "7.0": "2 jaar", "8.0": "3 jaar", "9.0": "langer dan 3 jaar", "5.0": "1 jaar", "10.0": "niet van toepassing", "4.0": "6 maanden", "2.0": "1 maand", "6.0": "1,5 jaar", "3.0": "3 maanden"}	1.0: helemaal niet, 7.0: 2 jaar, 8.0: 3 jaar, 9.0: langer dan 3 jaar, 5.0: 1 jaar, 10.0: niet van toepassing, 4.0: 6 maanden, 2.0: 1 maand, 6.0: 1,5 jaar, 3.0: 3 maanden	{"1.0": "helemaal niet", "7.0": "2 jaar", "8.0": "3 jaar", "9.0": "langer dan 3 jaar", "5.0": "1 jaar", "10.0": "NaN", "4.0": "6 maanden", "2.0": "1 maand", "6.0": "1,5 jaar", "3.0": "3 maanden"}	1.0: helemaal niet, 7.0: 2 jaar, 8.0: 3 jaar, 9.0: langer dan 3 jaar, 5.0: 1 jaar, 10.0: "NaN", 4.0: 6 maanden, 2.0: 1 maand, 6.0: 1,5 jaar, 3.0: 3 maanden	{"1.0": "not at all", "7.0": "2 years", "8.0": "3 years", "9.0": "more than 3 years", "5.0": "1 year", "10.0": "not applicable", "4.0": "6 months", "2.0": "1 month", "6.0": "1.5 years", "3.0": "3 months"}	1.0: not at all, 7.0: 2 years, 8.0: 3 years, 9.0: more than 3 years, 5.0: 1 year, 10.0: not applicable, 4.0: 6 months, 2.0: 1 month, 6.0: 1.5 years, 3.0: 3 months	{"1.0": "not at all", "7.0": "2 years", "8.0": "3 years", "9.0": "more than 3 years", "5.0": "1 year", "10.0": "NaN", "4.0": "6 months", "2.0": "1 month", "6.0": "1.5 years", "3.0": "3 months"}	1.0: not at all, 7.0: 2 years, 8.0: 3 years, 9.0: more than 3 years, 5.0: 1 year, 10.0: "NaN", 4.0: 6 months, 2.0: 1 month, 6.0: 1.5 years, 3.0: 3 months
2082	covt10_compliance_adu_q_2_n	TRUE	alleen noodzakelijke buitenlandse reizen maken / hoe vaak kon u zich in de praktijk aan onderstaande maatregelen houden?		ordinal-ordered	{"6": "NA"}	TRUE	6: NA	{"6.0": "NaN"}	6.0: NaN	{"NaN": 15712, "6.0": 8981, "5.0": 1791, "4.0": 372, "1.0": 353, "3.0": 205, "2.0": 123}	NaN: 15712, 6.0: 8981, 5.0: 1791, 4.0: 372, 1.0: 353, 3.0: 205, 2.0: 123	{"NaN": 24693, "5.0": 1791, "4.0": 372, "1.0": 353, "3.0": 205, "2.0": 123}	NaN: 24693, 5.0: 1791, 4.0: 372, 1.0: 353, 3.0: 205, 2.0: 123	{"6.0": "niet van toepassing", "3.0": "soms", "1.0": "nooit", "4.0": "vaak", "2.0": "bijna nooit", "5.0": "altijd"}	6.0: niet van toepassing, 3.0: soms, 1.0: nooit, 4.0: vaak, 2.0: bijna nooit, 5.0: altijd	{"6.0": "NaN", "3.0": "soms", "1.0": "nooit", "4.0": "vaak", "2.0": "bijna nooit", "5.0": "altijd"}	6.0: "NaN", 3.0: soms, 1.0: nooit, 4.0: vaak, 2.0: bijna nooit, 5.0: altijd	{"6.0": "not applicable", "3.0": "sometimes", "1.0": "never", "4.0": "often", "2.0": "rarely", "5.0": "always"}	6.0: not applicable, 3.0: sometimes, 1.0: never, 4.0: often, 2.0: rarely, 5.0: always	{"6.0": "NaN", "3.0": "sometimes", "1.0": "never", "4.0": "often", "2.0": "rarely", "5.0": "always"}	6.0: "NaN", 3.0: sometimes, 1.0: never, 4.0: often, 2.0: rarely, 5.0: always
2083	covt10_compliance_adu_q_3_n	TRUE	alleen noodzakelijke buitenlandse reizen maken / hoe lang bent u nog bereid zich aan onderstaande maatregelen te houden?		ordinal-ordered	{"10": "NA"}	TRUE	10: NA	{"10.0": "NaN"}	10.0: NaN	{"NaN": 15692, "10.0": 4906, "9.0": 1698, "5.0": 1691, "4.0": 968, "1.0": 717, "3.0": 545, "6.0": 451, "7.0": 344, "2.0": 312, "8.0": 213}	NaN: 15692, 10.0: 4906, 9.0: 1698, 5.0: 1691, 4.0: 968, 1.0: 717, 3.0: 545, 6.0: 451, 7.0: 344, 2.0: 312, 8.0: 213	{"NaN": 20598, "9.0": 1698, "5.0": 1691, "4.0": 968, "1.0": 717, "3.0": 545, "6.0": 451, "7.0": 344, "2.0": 312, "8.0": 213}	NaN: 20598, 9.0: 1698, 5.0: 1691, 4.0: 968, 1.0: 717, 3.0: 545, 6.0: 451, 7.0: 344, 2.0: 312, 8.0: 213	{"6.0": "1,5 jaar", "9.0": "langer dan 3 jaar", "3.0": "3 maanden", "10.0": "niet van toepassing", "4.0": "6 maanden", "8.0": "3 jaar", "5.0": "1 jaar", "1.0": "helemaal niet", "7.0": "2 jaar", "2.0": "1 maand"}	6.0: 1,5 jaar, 9.0: langer dan 3 jaar, 3.0: 3 maanden, 10.0: niet van toepassing, 4.0: 6 maanden, 8.0: 3 jaar, 5.0: 1 jaar, 1.0: helemaal niet, 7.0: 2 jaar, 2.0: 1 maand	{"6.0": "1,5 jaar", "9.0": "langer dan 3 jaar", "3.0": "3 maanden", "10.0": "NaN", "4.0": "6 maanden", "8.0": "3 jaar", "5.0": "1 jaar", "1.0": "helemaal niet", "7.0": "2 jaar", "2.0": "1 maand"}	6.0: 1,5 jaar, 9.0: langer dan 3 jaar, 3.0: 3 maanden, 10.0: "NaN", 4.0: 6 maanden, 8.0: 3 jaar, 5.0: 1 jaar, 1.0: helemaal niet, 7.0: 2 jaar, 2.0: 1 maand	{"6.0": "1.5 years", "9.0": "more than 3 years", "3.0": "3 months", "10.0": "not applicable", "4.0": "6 months", "8.0": "3 years", "5.0": "1 year", "1.0": "not at all", "7.0": "2 years", "2.0": "1 month"}	6.0: 1.5 years, 9.0: more than 3 years, 3.0: 3 months, 10.0: not applicable, 4.0: 6 months, 8.0: 3 years, 5.0: 1 year, 1.0: not at all, 7.0: 2 years, 2.0: 1 month	{"6.0": "1.5 years", "9.0": "more than 3 years", "3.0": "3 months", "10.0": "NaN", "4.0": "6 months", "8.0": "3 years", "5.0": "1 year", "1.0": "not at all", "7.0": "2 years", "2.0": "1 month"}	6.0: 1.5 years, 9.0: more than 3 years, 3.0: 3 months, 10.0: "NaN", 4.0: 6 months, 8.0: 3 years, 5.0: 1 year, 1.0: not at all, 7.0: 2 years, 2.0: 1 month
2084	covt10_compliance_adu_q_2_o	TRUE	dragen van een mondkapje in het openbaar vervoer / hoe vaak kon u zich in de praktijk aan onderstaande maatregelen houden?		ordinal-ordered	{"6": "NA"}	TRUE	6: NA	{"6.0": "NaN"}	6.0: NaN	{"NaN": 15746, "6.0": 9272, "5.0": 1897, "4.0": 224, "1.0": 211, "3.0": 131, "2.0": 56}	NaN: 15746, 6.0: 9272, 5.0: 1897, 4.0: 224, 1.0: 211, 3.0: 131, 2.0: 56	{"NaN": 25018, "5.0": 1897, "4.0": 224, "1.0": 211, "3.0": 131, "2.0": 56}	NaN: 25018, 5.0: 1897, 4.0: 224, 1.0: 211, 3.0: 131, 2.0: 56	{"6.0": "niet van toepassing", "1.0": "nooit", "2.0": "bijna nooit", "4.0": "vaak", "3.0": "soms", "5.0": "altijd"}	6.0: niet van toepassing, 1.0: nooit, 2.0: bijna nooit, 4.0: vaak, 3.0: soms, 5.0: altijd	{"6.0": "NaN", "1.0": "nooit", "2.0": "bijna nooit", "4.0": "vaak", "3.0": "soms", "5.0": "altijd"}	6.0: "NaN", 1.0: nooit, 2.0: bijna nooit, 4.0: vaak, 3.0: soms, 5.0: altijd	{"6.0": "not applicable", "1.0": "never", "2.0": "rarely", "4.0": "often", "3.0": "sometimes", "5.0": "always"}	6.0: not applicable, 1.0: never, 2.0: rarely, 4.0: often, 3.0: sometimes, 5.0: always	{"6.0": "NaN", "1.0": "never", "2.0": "rarely", "4.0": "often", "3.0": "sometimes", "5.0": "always"}	6.0: "NaN", 1.0: never, 2.0: rarely, 4.0: often, 3.0: sometimes, 5.0: always
2085	covt10_compliance_adu_q_3_o	TRUE	dragen van een mondkapje in het openbaar vervoer / hoe lang bent u nog bereid zich aan onderstaande maatregelen te houden?		ordinal-ordered	{"10": "NA"}	TRUE	10: NA	{"10.0": "NaN"}	10.0: NaN	{"NaN": 15687, "10.0": 4934, "9.0": 1914, "5.0": 1508, "4.0": 945, "1.0": 610, "3.0": 573, "6.0": 473, "2.0": 330, "7.0": 317, "8.0": 246}	NaN: 15687, 10.0: 4934, 9.0: 1914, 5.0: 1508, 4.0: 945, 1.0: 610, 3.0: 573, 6.0: 473, 2.0: 330, 7.0: 317, 8.0: 246	{"NaN": 20621, "9.0": 1914, "5.0": 1508, "4.0": 945, "1.0": 610, "3.0": 573, "6.0": 473, "2.0": 330, "7.0": 317, "8.0": 246}	NaN: 20621, 9.0: 1914, 5.0: 1508, 4.0: 945, 1.0: 610, 3.0: 573, 6.0: 473, 2.0: 330, 7.0: 317, 8.0: 246	{"5.0": "1 jaar", "9.0": "langer dan 3 jaar", "7.0": "2 jaar", "8.0": "3 jaar", "2.0": "1 maand", "10.0": "niet van toepassing", "6.0": "1,5 jaar", "3.0": "3 maanden", "1.0": "helemaal niet", "4.0": "6 maanden"}	5.0: 1 jaar, 9.0: langer dan 3 jaar, 7.0: 2 jaar, 8.0: 3 jaar, 2.0: 1 maand, 10.0: niet van toepassing, 6.0: 1,5 jaar, 3.0: 3 maanden, 1.0: helemaal niet, 4.0: 6 maanden	{"5.0": "1 jaar", "9.0": "langer dan 3 jaar", "7.0": "2 jaar", "8.0": "3 jaar", "2.0": "1 maand", "10.0": "NaN", "6.0": "1,5 jaar", "3.0": "3 maanden", "1.0": "helemaal niet", "4.0": "6 maanden"}	5.0: 1 jaar, 9.0: langer dan 3 jaar, 7.0: 2 jaar, 8.0: 3 jaar, 2.0: 1 maand, 10.0: "NaN", 6.0: 1,5 jaar, 3.0: 3 maanden, 1.0: helemaal niet, 4.0: 6 maanden	{"5.0": "1 year", "9.0": "more than 3 years", "7.0": "2 years", "8.0": "3 years", "2.0": "1 month", "10.0": "not applicable", "6.0": "1.5 years", "3.0": "3 months", "1.0": "not at all", "4.0": "6 months"}	5.0: 1 year, 9.0: more than 3 years, 7.0: 2 years, 8.0: 3 years, 2.0: 1 month, 10.0: not applicable, 6.0: 1.5 years, 3.0: 3 months, 1.0: not at all, 4.0: 6 months	{"5.0": "1 year", "9.0": "more than 3 years", "7.0": "2 years", "8.0": "3 years", "2.0": "1 month", "10.0": "NaN", "6.0": "1.5 years", "3.0": "3 months", "1.0": "not at all", "4.0": "6 months"}	5.0: 1 year, 9.0: more than 3 years, 7.0: 2 years, 8.0: 3 years, 2.0: 1 month, 10.0: "NaN", 6.0: 1.5 years, 3.0: 3 months, 1.0: not at all, 4.0: 6 months
2086	covt10_covidtest_adu_q_1_a	TRUE	hebt u de intentie u te laten testen als u lichte klachten hebt van een covid-19 infectie? (bijvoorbeeld verhoging, verkoudheidsklachten, af en toe hoesten)		binomial	{"3": "NA"}	TRUE	3: NA	{"3.0": "NaN", "2.0": 0.0}	3.0: "NaN", 2.0: 0.0	{"NaN": 15676, "1.0": 5552, "3.0": 3471, "2.0": 2838}	NaN: 15676, 1.0: 5552, 3.0: 3471, 2.0: 2838	{"NaN": 19147, "1.0": 5552, "0.0": 2838}	NaN: 19147, 1.0: 5552, 0.0: 2838	{"1.0": "ja", "3.0": "weet ik niet", "2.0": "nee"}	1.0: ja, 3.0: weet ik niet, 2.0: nee	{"1.0": "ja", "3.0": "NaN", "0.0": "nee"}	1.0: ja, 3.0: "NaN", 0.0: nee	{"1.0": "yes", "3.0": "i don't know", "2.0": "no"}	1.0: yes, 3.0: i don't know, 2.0: no	{"1.0": "yes", "3.0": "NaN", "0.0": "no"}	1.0: yes, 3.0: "NaN", 0.0: no
2087	covt10_covidtest_adu_q_1_b	TRUE	hebt u de intentie u te laten testen als u ernstige klachten hebt van een covid-19 infectie? (bijvoorbeeld koorts van 38 graden of hoger, frequent hoesten, benauwdheid, plotseling verlies van reuk en/of smaak)		binomial	{"3": "NA"}	TRUE	3: NA	{"3.0": "NaN", "2.0": 0.0}	3.0: "NaN", 2.0: 0.0	{"NaN": 15686, "1.0": 11260, "3.0": 387, "2.0": 204}	NaN: 15686, 1.0: 11260, 3.0: 387, 2.0: 204	{"NaN": 16073, "1.0": 11260, "0.0": 204}	NaN: 16073, 1.0: 11260, 0.0: 204	{"2.0": "nee", "1.0": "ja", "3.0": "weet ik niet"}	2.0: nee, 1.0: ja, 3.0: weet ik niet	{"0.0": "nee", "1.0": "ja", "3.0": "NaN"}	0.0: nee, 1.0: ja, 3.0: NaN	{"2.0": "no", "1.0": "yes", "3.0": "i don't know"}	2.0: no, 1.0: yes, 3.0: i don't know	{"0.0": "no", "1.0": "yes", "3.0": "NaN"}	0.0: no, 1.0: yes, 3.0: NaN
2088	covt17_covidvaccine_adu_q_2_a	TRUE	gaat u zich laten vaccineren tegen covid-19?		ordinal-ordered-turned	{"5": "NA"}	TRUE	5: NA	{"4.0": 1.0, "3.0": 2.0, "2.0": 3.0, "1.0": 4.0, "5.0": "NaN"}	4.0: 1.0, 3.0: 2.0, 2.0: 3.0, 1.0: 4.0, 5.0: NaN	{"NaN": 15041, "1.0": 8622, "2.0": 2410, "5.0": 906, "3.0": 323, "4.0": 235}	NaN: 15041, 1.0: 8622, 2.0: 2410, 5.0: 906, 3.0: 323, 4.0: 235	{"NaN": 15947, "4.0": 8622, "3.0": 2410, "2.0": 323, "1.0": 235}	NaN: 15947, 4.0: 8622, 3.0: 2410, 2.0: 323, 1.0: 235	{"4.0": "zeker niet", "3.0": "waarschijnlijk niet", "2.0": "waarschijnlijk wel", "1.0": "zeker wel", "5.0": "weet ik nog niet"}	4.0: zeker niet, 3.0: waarschijnlijk niet, 2.0: waarschijnlijk wel, 1.0: zeker wel, 5.0: weet ik nog niet	{"1.0": "zeker niet", "2.0": "waarschijnlijk niet", "3.0": "waarschijnlijk wel", "4.0": "zeker wel", "5.0": "NaN"}	1.0: zeker niet, 2.0: waarschijnlijk niet, 3.0: waarschijnlijk wel, 4.0: zeker wel, 5.0: NaN	{"4.0": "certainly not", "3.0": "probably not", "2.0": "probably", "1.0": "certainly", "5.0": "i do not know yet"}	4.0: certainly not, 3.0: probably not, 2.0: probably, 1.0: certainly, 5.0: i do not know yet	{"1.0": "certainly not", "2.0": "probably not", "3.0": "probably", "4.0": "certainly", "5.0": "NaN"}	1.0: certainly not, 2.0: probably not, 3.0: probably, 4.0: certainly, 5.0: NaN
2089	covt17_covidvaccine_adu_q_2_b	TRUE	ik neem het vaccin om mezelf te beschermen		ordinal-ordered-turned	{"6": "NA"}	TRUE	6: NA	{"5.0": 1.0, "4.0": 2.0, "3.0": 3.0, "2.0": 4.0, "1.0": 5.0, "6.0": "NaN"}	5.0: 1.0, 4.0: 2.0, 3.0: 3.0, 2.0: 4.0, 1.0: 5.0, 6.0: NaN	{"NaN": 16508, "1.0": 6347, "2.0": 3114, "3.0": 1244, "4.0": 218, "5.0": 75, "6.0": 31}	NaN: 16508, 1.0: 6347, 2.0: 3114, 3.0: 1244, 4.0: 218, 5.0: 75, 6.0: 31	{"NaN": 16539, "5.0": 6347, "4.0": 3114, "3.0": 1244, "2.0": 218, "1.0": 75}	NaN: 16539, 5.0: 6347, 4.0: 3114, 3.0: 1244, 2.0: 218, 1.0: 75	{"2.0": "mee eens", "3.0": "niet mee eens, niet mee oneens", "5.0": "helemaal mee oneens", "4.0": "mee oneens", "1.0": "helemaal mee eens", "6.0": "niet van toepassing"}	2.0: mee eens, 3.0: niet mee eens, niet mee oneens, 5.0: helemaal mee oneens, 4.0: mee oneens, 1.0: helemaal mee eens, 6.0: niet van toepassing	{"4.0": "mee eens", "3.0": "niet mee eens, niet mee oneens", "1.0": "helemaal mee oneens", "2.0": "mee oneens", "5.0": "helemaal mee eens", "6.0": "NaN"}	4.0: mee eens, 3.0: niet mee eens, niet mee oneens, 1.0: helemaal mee oneens, 2.0: mee oneens, 5.0: helemaal mee eens, 6.0: NaN	{"2.0": "agree", "3.0": "neutral", "5.0": "completely disagree", "4.0": "disagree", "1.0": "completely agree", "6.0": "not applicable"}	2.0: agree, 3.0: neutral, 5.0: completely disagree, 4.0: disagree, 1.0: completely agree, 6.0: not applicable	{"4.0": "agree", "3.0": "neutral", "1.0": "completely disagree", "2.0": "disagree", "5.0": "completely agree", "6.0": "NaN"}	4.0: agree, 3.0: neutral, 1.0: completely disagree, 2.0: disagree, 5.0: completely agree, 6.0: NaN
2090	covt17_covidvaccine_adu_q_2_c	TRUE	wanneer verwacht u uiterlijk te worden gevaccineerd?		ordinal-ordered		FALSE				{"NaN": 16544, "3.0": 2358, "4.0": 2064, "5.0": 1150, "6.0": 954, "9.0": 874, "2.0": 756, "8.0": 748, "7.0": 694, "10.0": 450, "1.0": 363, "12.0": 319, "13.0": 132, "11.0": 130, "14.0": 1}	NaN: 16544, 3.0: 2358, 4.0: 2064, 5.0: 1150, 6.0: 954, 9.0: 874, 2.0: 756, 8.0: 748, 7.0: 694, 10.0: 450, 1.0: 363, 12.0: 319, 13.0: 132, 11.0: 130, 14.0: 1	{"NaN": 16544, "3.0": 2358, "4.0": 2064, "5.0": 1150, "6.0": 954, "9.0": 874, "2.0": 756, "8.0": 748, "7.0": 694, "10.0": 450, "1.0": 363, "12.0": 319, "13.0": 132, "11.0": 130, "14.0": 1}	NaN: 16544, 3.0: 2358, 4.0: 2064, 5.0: 1150, 6.0: 954, 9.0: 874, 2.0: 756, 8.0: 748, 7.0: 694, 10.0: 450, 1.0: 363, 12.0: 319, 13.0: 132, 11.0: 130, 14.0: 1	{"5.0": "voor eind mei", "8.0": "voor eind augustus", "2.0": "voor eind februari", "1.0": "voor eind januari", "7.0": "voor eind juli", "9.0": "voor eind september", "11.0": "voor eind november", "12.0": "voor eind december", "14.0": "nooit", "6.0": "voor eind juni", "3.0": "voor eind maart", "13.0": "pas vanaf 2022", "10.0": "voor eind oktober", "4.0": "voor eind april"}	5.0: voor eind mei, 8.0: voor eind augustus, 2.0: voor eind februari, 1.0: voor eind januari, 7.0: voor eind juli, 9.0: voor eind september, 11.0: voor eind november, 12.0: voor eind december, 14.0: nooit, 6.0: voor eind juni, 3.0: voor eind maart, 13.0: pas vanaf 2022, 10.0: voor eind oktober, 4.0: voor eind april	{"5.0": "voor eind mei", "8.0": "voor eind augustus", "2.0": "voor eind februari", "1.0": "voor eind januari", "7.0": "voor eind juli", "9.0": "voor eind september", "11.0": "voor eind november", "12.0": "voor eind december", "14.0": "nooit", "6.0": "voor eind juni", "3.0": "voor eind maart", "13.0": "pas vanaf 2022", "10.0": "voor eind oktober", "4.0": "voor eind april"}	5.0: voor eind mei, 8.0: voor eind augustus, 2.0: voor eind februari, 1.0: voor eind januari, 7.0: voor eind juli, 9.0: voor eind september, 11.0: voor eind november, 12.0: voor eind december, 14.0: nooit, 6.0: voor eind juni, 3.0: voor eind maart, 13.0: pas vanaf 2022, 10.0: voor eind oktober, 4.0: voor eind april	{"5.0": "voor eind mei", "8.0": "voor eind augustus", "2.0": "voor eind februari", "1.0": "voor eind januari", "7.0": "voor eind juli", "9.0": "voor eind september", "11.0": "voor eind november", "12.0": "voor eind december", "14.0": "nooit", "6.0": "voor eind juni", "3.0": "voor eind maart", "13.0": "pas vanaf 2022", "10.0": "voor eind oktober", "4.0": "voor eind april"}	5.0: voor eind mei, 8.0: voor eind augustus, 2.0: voor eind februari, 1.0: voor eind januari, 7.0: voor eind juli, 9.0: voor eind september, 11.0: voor eind november, 12.0: voor eind december, 14.0: nooit, 6.0: voor eind juni, 3.0: voor eind maart, 13.0: pas vanaf 2022, 10.0: voor eind oktober, 4.0: voor eind april	{"5.0": "voor eind mei", "8.0": "voor eind augustus", "2.0": "voor eind februari", "1.0": "voor eind januari", "7.0": "voor eind juli", "9.0": "voor eind september", "11.0": "voor eind november", "12.0": "voor eind december", "14.0": "nooit", "6.0": "voor eind juni", "3.0": "voor eind maart", "13.0": "pas vanaf 2022", "10.0": "voor eind oktober", "4.0": "voor eind april"}	5.0: voor eind mei, 8.0: voor eind augustus, 2.0: voor eind februari, 1.0: voor eind januari, 7.0: voor eind juli, 9.0: voor eind september, 11.0: voor eind november, 12.0: voor eind december, 14.0: nooit, 6.0: voor eind juni, 3.0: voor eind maart, 13.0: pas vanaf 2022, 10.0: voor eind oktober, 4.0: voor eind april
